timestamp,open,high,low,close,volume
2000-01-03,35.76797708301698,36.14889270690427,34.13003990030161,35.520381927490234,53228400
2000-01-04,34.60618615229836,35.69179573440129,34.20622472731308,34.320499420166016,54119000
2000-01-05,33.86340060121473,35.46324629890991,33.330118701983,34.682369232177734,64059600
2000-01-06,34.18715161626989,34.701387323032726,33.02535983432423,33.52054977416992,54976600
2000-01-07,33.1015545368462,34.206209406315175,32.70159329100398,33.958614349365234,62013600
2000-01-10,34.56807695146658,34.64426004116679,33.93956646143992,34.206207275390625,44963600
2000-01-11,33.977661150251116,34.81567521449497,33.12060131181989,33.33010482788086,46743600
2000-01-12,33.06348323202386,33.17775794365529,31.825507189350162,32.24451446533203,66532400
2000-01-13,31.806429545084637,33.101541646321614,30.93032430013021,32.853946685791016,83144000
2000-01-14,32.66349970896154,34.72044313086699,32.225446943185375,34.206207275390625,73416400
2000-01-18,34.07288312007418,35.50131589481178,34.05383734974435,35.13944625854492,81483600
2000-01-19,33.672948249032565,33.97768081237222,32.30165171400409,32.60638427734375,97568200
2000-01-20,32.62541778357524,33.42534046128111,32.26354800080353,32.301639556884766,56349800
2000-01-21,32.60637992031603,32.68256305097097,31.463632960491868,31.615999221801758,68416200
2000-01-24,31.630285537684408,32.206420499307136,30.720849358593977,30.854169845581055,63597600
2000-01-25,30.777968163765674,31.654073693179797,30.33991539905861,31.33029556274414,59823200
2000-01-26,31.216020623692923,31.539798750967346,30.20659469748443,30.282777786254883,49365000
2000-01-27,30.439906753769403,30.83510654425319,29.635222843025304,30.092321395874023,63654800
2000-01-28,29.90187083188511,30.54942727028262,29.63522994548613,29.93996238708496,58225400
2000-01-31,29.749513811230813,29.92092586263995,28.911499337675014,29.82569694519043,73194200
2000-02-01,30.016161105092827,31.46364095533842,29.76856586755082,31.368412017822266,70196600
2000-02-02,31.216036505087224,31.67313527026239,30.62561726673597,30.72084617614746,49915600
2000-02-03,31.101751725550006,31.74930809950512,30.51133267870858,31.577896118164062,49186000
2000-02-04,31.806443245180194,32.91109816028226,31.735021591186523,32.473045349121094,55365400
2000-02-07,32.549240921753935,32.568286703451854,31.768363872139005,32.492103576660156,40005800
2000-02-08,32.43496962173748,33.520579291989414,32.43496962173748,33.50153350830078,56229000
2000-02-09,33.34914356470108,33.34914356470108,31.654070019721985,31.692161560058594,55090000
2000-02-10,31.658844548013974,32.47305155925031,31.23507598661027,32.301639556884766,54527800
2000-02-11,31.95880528223969,31.95880528223969,30.206594265573393,30.45418930053711,115559000
2000-02-14,30.849389743027153,31.00651736480828,30.187549154312727,30.35896110534668,81028600
2000-02-15,30.397050696683216,30.473233781136056,29.901860647739753,30.035181045532227,71027600
2000-02-16,30.244696237366266,30.530382914671364,29.59713976880805,29.7495059967041,65202600
2000-02-17,30.016137203278774,30.378006877683784,29.601891654946723,30.35896110534668,80343400
2000-02-18,30.47323634481838,30.49228211753389,28.911482982146435,28.96862030029297,79063000
2000-02-22,28.987662981860563,29.597127643765646,28.28296946653281,28.58770179748535,66296200
2000-02-23,28.492487545671136,29.17813564168996,28.054434595436884,28.721036911010742,75847200
2000-02-24,28.721044892686024,29.216235321870265,28.03539660612323,28.873411178588867,69733200
2000-02-25,28.854361892480867,28.859123338337714,27.5782944028464,27.825889587402344,65301400
2000-02-28,27.50209265178381,28.073465767818096,26.854536453611612,27.902053833007812,76131800
2000-02-29,27.95921349158654,27.95921349158654,27.083107346754808,27.2354736328125,58437400
2000-03-01,27.311654951354186,28.67342854202491,27.102151322020227,27.673524856567383,106889800
2000-03-02,27.978254545484997,29.063864150040917,27.76875093758824,28.45439910888672,106932600
2000-03-03,28.873395212915067,30.13041637653802,28.606754360025352,29.292402267456055,101435200
2000-03-06,29.254309671336205,29.673316710899616,27.464006865928912,27.61637306213379,93609400
2000-03-07,29.292409201168915,29.711416354891746,28.016341960285743,28.30202865600586,135061000
2000-03-08,28.587707166503346,29.311446588440138,27.73064732473609,29.120988845825195,94290000
2000-03-09,29.04480132460594,30.473234176635742,28.949572467803957,30.473234176635742,88198800
2000-03-10,30.339922219219776,31.23507372223505,30.32087644255988,30.77797508239746,85589000
2000-03-13,29.749510103342487,30.54943291021853,29.711418541110294,29.863784790039062,61831800
2000-03-14,30.05424028063259,30.244698077087804,28.987676620483402,28.9876766204834,73489200
2000-03-15,28.816261020275434,29.444771670420238,28.549620138395817,29.06385612487793,53208000
2000-03-16,29.23526812037197,29.463817447697352,28.41629969745601,29.06385612487793,77300800
2000-03-17,29.025756821542416,30.320869330640107,28.797207555231058,30.282777786254883,81161600
2000-03-20,30.092337538556354,30.397070070592367,29.40668934147532,29.673330307006836,47773000
2000-03-21,29.482869057759753,31.425538724356326,29.406685933579496,31.311264038085938,81648800
2000-03-22,31.330306408768994,32.187366462504315,30.8160703765278,31.463626861572266,93975800
2000-03-23,32.54923020900961,34.39667042567077,32.49209288272112,34.09193801879883,148224000
2000-03-24,34.32049966138638,35.04423938787511,33.387256329861444,34.034812927246094,112196800
